"Name","Team","Age","playerid","mlbid","NameTeam"
"Tyreque Reed","Rangers (A)",21,"sa3004163",676627,"Tyreque Reed (Rangers (A))"
"Adam Walton","Diamondbacks (A+)",24,"sa875273",664941,"Adam Walton (Diamondbacks (A+))"
"Roimer Bolivar","Rays (R)",18,"sa3003284",672658,"Roimer Bolivar (Rays (R))"
"Michael Perri","Cardinals (R)",22,"sa3007280",641970,"Michael Perri (Cardinals (R))"
"Brandon Wagner","- - -",22,"sa738979",643590,"Brandon Wagner (- - -)"
"Ty France","- - -",23,"sa876140",664034,"Ty France (- - -)"
"Bryan Lizardo","- - -",20,"sa827944",650991,"Bryan Lizardo (- - -)"
"Eric Peterson","- - -",24,"sa3004405",677368,"Eric Peterson (- - -)"
"Mitch Nay","- - -",24,"sa657873",608356,"Mitch Nay (- - -)"
"Jose Curpa","Diamondbacks (R)",18,"sa3002703",672627,"Jose Curpa (Diamondbacks (R))"
"Manny Olloque","- - -",22,"sa829222",657705,"Manny Olloque (- - -)"
"Cole Sturgeon","- - -",26,"sa709546",657017,"Cole Sturgeon (- - -)"
"Narciso Crook","- - -",22,"sa738300",643271,"Narciso Crook (- - -)"
"Brandon Marsh","- - -",20,"sa917944",669016,"Brandon Marsh (- - -)"
"Cole Freeman","Nationals (A)",23,"sa915838",670106,"Cole Freeman (Nationals (A))"
"Kevin Vicuna","Blue Jays (A)",20,"sa872466",660631,"Kevin Vicuna (Blue Jays (A))"
"Albert Baur","Pirates (A+)",26,"sa875894",665086,"Albert Baur (Pirates (A+))"
"Brett Sullivan","Rays (AA)",24,"sa857232",664954,"Brett Sullivan (Rays (AA))"
"Jordan Devencenzi","Athletics (A)",25,"sa875840",665109,"Jordan Devencenzi (Athletics (A))"
"Arturo De Freitas","Phillies (R)",17,"sa3005939",679972,"Arturo De Freitas (Phillies (R))"
"Jose Marmolejos","Nationals (AAA)",25,"sa598311",592530,"Jose Marmolejos (Nationals (AAA))"
"Shane Billings","- - -",23,"sa918292",669625,"Shane Billings (- - -)"
"Julio Pablo Martinez","- - -",22,"sa3005607",679881,"Julio Pablo Martinez (- - -)"
"Mason McCoy","Orioles (A)",23,"sa3002758",669200,"Mason McCoy (Orioles (A))"
"Yhostin Chirinos","Dodgers (R)",17,"sa3005521",678477,"Yhostin Chirinos (Dodgers (R))"
"Bryan Mejia","Nationals (A+)",24,"sa597100",606240,"Bryan Mejia (Nationals (A+))"
"Ali Sanchez","- - -",21,"sa828198",645305,"Ali Sanchez (- - -)"
"C.J. Hinojosa","- - -",23,"sa658616",546994,"C.J. Hinojosa (- - -)"
"Brallan Perez","Athletics (A+)",22,"sa736999",642362,"Brallan Perez (Athletics (A+))"
"Jonathan Morales","- - -",23,"sa875808",664966,"Jonathan Morales (- - -)"
"Kort Peterson","- - -",24,"sa874104",667651,"Kort Peterson (- - -)"
"Jim Caceres","Twins (R)",17,"sa3005752",678664,"Jim Caceres (Twins (R))"
"David Metzgar","- - -",23,"sa3004982",677771,"David Metzgar (- - -)"
"Anthony Dimino","Mets (A+)",24,"sa875888",665089,"Anthony Dimino (Mets (A+))"
"Vince Fernandez","Rockies (A+)",22,"sa873990",669344,"Vince Fernandez (Rockies (A+))"
"Yoel Romero","Mets (R)",20,"sa872524",660680,"Yoel Romero (Mets (R))"
"Ademar Rifaela","Orioles (AA)",23,"sa736911",642488,"Ademar Rifaela (Orioles (AA))"
"Diego Goris","Padres (AAA)",27,"sa507199",542357,"Diego Goris (Padres (AAA))"
"Greyson Jenista","- - -",21,"sa3007044",680571,"Greyson Jenista (- - -)"
"Gary Camarillo","Royals (R)",16,"sa3005743",678494,"Gary Camarillo (Royals (R))"
"James Outman","Dodgers (R)",21,"sa3007312",681546,"James Outman (Dodgers (R))"
"Ryan Gold","Blue Jays (A)",20,"sa918639",670394,"Ryan Gold (Blue Jays (A))"
"Jose Miranda","- - -",20,"sa917952",669304,"Jose Miranda (- - -)"
"Brennon Lund","Angels (AA)",23,"sa857730",641807,"Brennon Lund (Angels (AA))"
"Daz Cameron","- - -",21,"sa874736",663662,"Daz Cameron (- - -)"
"Taylor Snyder","Rockies (A)",23,"sa738930",643549,"Taylor Snyder (Rockies (A))"
"Daniel Montano","- - -",19,"sa917068",665914,"Daniel Montano (- - -)"
"Lane Thomas","- - -",22,"sa828962",657041,"Lane Thomas (- - -)"
"Arden Pabst","- - -",23,"sa858812",641938,"Arden Pabst (- - -)"
"Carlos Cortes","Mets (A-)",21,"sa3008079",666126,"Carlos Cortes (Mets (A-))"
"Yohel Pozo","Rangers (A)",21,"sa828445",650968,"Yohel Pozo (Rangers (A))"
"Anthony Miller","Indians (A+)",23,"sa875767",664970,"Anthony Miller (Indians (A+))"
"Nolan Brown","- - -",24,"sa3004719",667397,"Nolan Brown (- - -)"
"Ronaldo Pulgar","Red Sox (R)",21,"sa917081",665893,"Ronaldo Pulgar (Red Sox (R))"
"Brandon Montgomery","- - -",22,"sa918622",670417,"Brandon Montgomery (- - -)"
"Josh Tobias","- - -",25,"sa599333",596122,"Josh Tobias (- - -)"
"Stuart Fairchild","- - -",22,"sa829822",656413,"Stuart Fairchild (- - -)"
"Imanol Vargas","Dodgers (R)",20,"sa3004972",677673,"Imanol Vargas (Dodgers (R))"
"Willi Castro","- - -",21,"sa830274",650489,"Willi Castro (- - -)"
"Ben DeLuzio","- - -",23,"sa737626",641512,"Ben DeLuzio (- - -)"
"Edgar Corcino","- - -",26,"sa502309",571579,"Edgar Corcino (- - -)"
"Luke Heyer","- - -",21,"sa3007042",679691,"Luke Heyer (- - -)"
"Kyle Wren","- - -",27,"sa621577",592881,"Kyle Wren (- - -)"
"Danny Pinero","Tigers (A+)",24,"sa738204",615697,"Danny Pinero (Tigers (A+))"
"Freddy De Jesus","Cardinals (R)",18,"sa3003205",672420,"Freddy De Jesus (Cardinals (R))"
"Kevin Taylor","Mets (AA)",26,"sa599801",607741,"Kevin Taylor (Mets (AA))"
"Jordan George","Pirates (AA)",25,"sa876211",665009,"Jordan George (Pirates (AA))"
"Brian Mundell","Rockies (AA)",24,"sa875185",621521,"Brian Mundell (Rockies (AA))"
"Khalil Lee","- - -",20,"sa917996",666137,"Khalil Lee (- - -)"
"Esney Chacon","Tigers (R)",18,"sa3003267",672623,"Esney Chacon (Tigers (R))"
"Erick Mejia","Royals (AA)",23,"sa694960",625510,"Erick Mejia (Royals (AA))"
"Forrest Wall","- - -",22,"sa828682",657088,"Forrest Wall (- - -)"
"Marlin Made","Indians/Brewers (R)",17,"sa3005480",677583,"Marlin Made (Indians/Brewers (R))"
"Jan Hernandez","Phillies (AA)",23,"sa737639",641685,"Jan Hernandez (Phillies (AA))"
"Matt McLaughlin","Rockies (A)",22,"sa915706",656718,"Matt McLaughlin (Rockies (A))"
"Cristhian Longa","Cardinals (R)",18,"sa3003408",673650,"Cristhian Longa (Cardinals (R))"
"Yunior Severino","Twins (R)",18,"sa3003185",670870,"Yunior Severino (Twins (R))"
"Chris Sharpe","Pirates (A)",22,"sa3004726",676426,"Chris Sharpe (Pirates (A))"
"Tres Barrera","Nationals (A+)",23,"sa857852",668663,"Tres Barrera (Nationals (A+))"
"Chad McClanahan","- - -",20,"sa918209",669232,"Chad McClanahan (- - -)"
"Sheldon Neuse","Athletics (AAA)",23,"sa738949",641914,"Sheldon Neuse (Athletics (AAA))"
"Josh Rojas","- - -",24,"sa913302",668942,"Josh Rojas (- - -)"
"Michael De Leon","Rangers (AA)",21,"sa823925",650958,"Michael De Leon (Rangers (AA))"
"Anthony Jimenez","Mariners (A+)",22,"sa826672",650854,"Anthony Jimenez (Mariners (A+))"
"Andretty Cordero","Rangers (A+)",21,"sa830037",650957,"Andretty Cordero (Rangers (A+))"
"Jomar Reyes","Orioles (A+)",21,"sa830204",655997,"Jomar Reyes (Orioles (A+))"
"Michael Brosseau","Rays (AA)",24,"sa918938",670712,"Michael Brosseau (Rays (AA))"
"Lazaro Alonso","- - -",23,"sa3002722",672906,"Lazaro Alonso (- - -)"
"Sam Hilliard","Rockies (AA)",24,"sa829542",656541,"Sam Hilliard (Rockies (AA))"
"Zach Kirtley","Cardinals (A)",21,"sa915820",675993,"Zach Kirtley (Cardinals (A))"
"Hunter Owen","Pirates (A+)",24,"sa918597",670462,"Hunter Owen (Pirates (A+))"
"Ben Rortvedt","- - -",20,"sa917942",666163,"Ben Rortvedt (- - -)"
"Chase Calabuig","- - -",22,"sa3006927",682079,"Chase Calabuig (- - -)"
"Ismael Munguia","- - -",19,"sa917132",665998,"Ismael Munguia (- - -)"
"Jeffrey Baez","Cubs (AA)",24,"sa597088",600861,"Jeffrey Baez (Cubs (AA))"
"Ryan Court","Cubs (AAA)",30,"sa579055",606956,"Ryan Court (Cubs (AAA))"
"Ismael Alcantara","Giants (R)",18,"sa3003345",672808,"Ismael Alcantara (Giants (R))"
"Nick Banks","- - -",23,"sa873982",641336,"Nick Banks (- - -)"
"Jeremy Rivera","Red Sox (AA)",23,"sa829240",657740,"Jeremy Rivera (Red Sox (AA))"
"Luis Veloz","Mariners (R)",18,"sa3002850",672563,"Luis Veloz (Mariners (R))"
"Jhoan Urena","Mets (AA)",23,"sa657511",622561,"Jhoan Urena (Mets (AA))"
"Kevin Nivar","Tigers (R)",17,"sa3005768",678817,"Kevin Nivar (Tigers (R))"
"Yonathan Mendoza","Mariners (AA)",24,"sa596904",606216,"Yonathan Mendoza (Mariners (AA))"
"Chris Mariscal","Mariners (AA)",25,"sa600255",607632,"Chris Mariscal (Mariners (AA))"
"Wyatt Mathisen","- - -",24,"sa657937",621500,"Wyatt Mathisen (- - -)"
"Ramon Hernandez","Diamondbacks (A+)",22,"sa828281",650346,"Ramon Hernandez (Diamondbacks (A+))"
"Fabricio Macias","- - -",20,"sa927338",671246,"Fabricio Macias (- - -)"
"Christian Lopes","Rangers (AAA)",25,"sa601044",547173,"Christian Lopes (Rangers (AAA))"
"Shed Long","Reds (AA)",22,"sa738578",643418,"Shed Long (Reds (AA))"
"Adrian Hernandez","Mets (R)",17,"sa3005487",677600,"Adrian Hernandez (Mets (R))"
"Carlos Mendoza","Phillies (R)",17,"sa3005799",681702,"Carlos Mendoza (Phillies (R))"
"Ricardo Castro","Orioles (R)",18,"sa3005508",678365,"Ricardo Castro (Orioles (R))"
"Scott Manea","Mets (A)",22,"sa829837",657672,"Scott Manea (Mets (A))"
"Jack Meggs","Athletics (A)",23,"sa873253",669107,"Jack Meggs (Athletics (A))"
"Zach Gibbons","Angels (AA)",24,"sa857717",666923,"Zach Gibbons (Angels (AA))"
"Yonny Hernandez","- - -",20,"sa872473",660634,"Yonny Hernandez (- - -)"
"Ricky Aracena","Royals (A)",20,"sa877365",660615,"Ricky Aracena (Royals (A))"
"Richgelon Juliana","Giants (R)",18,"sa3005518",678427,"Richgelon Juliana (Giants (R))"
"Ian Miller","Mariners (AAA)",26,"sa738894",641878,"Ian Miller (Mariners (AAA))"
"Anthony Villa","White Sox (A)",24,"sa918406",670112,"Anthony Villa (White Sox (A))"
"Jesus Arredondo","- - -",27,"sa635035",611319,"Jesus Arredondo (- - -)"
"Raphael Gladu","- - -",23,"sa3004999",676708,"Raphael Gladu (- - -)"
"Ricardo Verenzuela","Cubs (R)",18,"sa3003212",672444,"Ricardo Verenzuela (Cubs (R))"
"Steven Fana","Rockies (R)",19,"sa3003300",672713,"Steven Fana (Rockies (R))"
"Mc Gregory Contreras","Blue Jays (A-)",19,"sa917178",665775,"Mc Gregory Contreras (Blue Jays (A-))"
"Rodolfo Duran","Phillies (A)",20,"sa877500",660710,"Rodolfo Duran (Phillies (A))"
"Jorge Perez","- - -",20,"sa917308",667367,"Jorge Perez (- - -)"
"Hudson Potts","- - -",19,"sa917936",668888,"Hudson Potts (- - -)"
"Preston Beck","Rangers (AA)",27,"sa621361",621324,"Preston Beck (Rangers (AA))"
"Diego Castillo","Yankees (A+)",20,"sa872839",660636,"Diego Castillo (Yankees (A+))"
"Josh Stowers","Mariners (A-)",21,"sa3007010",663618,"Josh Stowers (Mariners (A-))"
"Josh VanMeter","- - -",23,"sa737821",642165,"Josh VanMeter (- - -)"
"Cooper Hummel","Brewers (A+)",23,"sa918412",669450,"Cooper Hummel (Brewers (A+))"
"Zach Houchins","- - -",25,"sa599235",607389,"Zach Houchins (- - -)"
"Skye Bolt","- - -",24,"sa658783",621450,"Skye Bolt (- - -)"
"Wander Valdez","Twins (R)",18,"sa3002626",672840,"Wander Valdez (Twins (R))"
"Jose Vicente","Indians (A)",22,"sa828860",650502,"Jose Vicente (Indians (A))"
"Angel Basabe","Pirates (R)",17,"sa3006432",678781,"Angel Basabe (Pirates (R))"
"Dionis Paulino","- - -",24,"sa828542",650709,"Dionis Paulino (- - -)"
"Isiah Gilliam","Yankees (A+)",21,"sa829343",656462,"Isiah Gilliam (Yankees (A+))"
"Ruddy Giron","- - -",21,"sa830284",650839,"Ruddy Giron (- - -)"
"Gabriel Cancel","Royals (A+)",21,"sa875231",663708,"Gabriel Cancel (Royals (A+))"
"Cole Tucker","Pirates (AA)",21,"sa828671",657061,"Cole Tucker (Pirates (AA))"
"Anderson Tejeda","Rangers (A+)",20,"sa872474",660731,"Anderson Tejeda (Rangers (A+))"
"Edidson Rojas","Orioles (R)",19,"sa3003427",675852,"Edidson Rojas (Orioles (R))"
"Jhosner Vargas","Rays (R)",19,"sa917109",665841,"Jhosner Vargas (Rays (R))"
"Blake Allemand","Brewers (AA)",25,"sa857217",664857,"Blake Allemand (Brewers (AA))"
"Ronier Lascarro","Rangers (R)",17,"sa3005512",678398,"Ronier Lascarro (Rangers (R))"
"Mark Payton","Yankees (AAA)",26,"sa549855",592622,"Mark Payton (Yankees (AAA))"
"Wuilmer Becerra","- - -",23,"sa659205",610141,"Wuilmer Becerra (- - -)"
"David Sanchez","Diamondbacks (R)",19,"sa917183",666246,"David Sanchez (Diamondbacks (R))"
"Victor Mascai","Astros (R)",17,"sa3005754",678685,"Victor Mascai (Astros (R))"
"Kyle Garlick","- - -",26,"sa875898",664247,"Kyle Garlick (- - -)"
"Chadwick Tromp","- - -",23,"sa746793",644433,"Chadwick Tromp (- - -)"
"Josh Lester","Tigers (AA)",23,"sa658811",623507,"Josh Lester (Tigers (AA))"
"Juan Carlos Smith","Phillies (R)",20,"sa919974",667599,"Juan Carlos Smith (Phillies (R))"
"Pedro Hurtado","Blue Jays (R)",18,"sa3005517",678425,"Pedro Hurtado (Blue Jays (R))"
"Alwinson Valdez","Brewers (R)",17,"sa3005580",678879,"Alwinson Valdez (Brewers (R))"
"Seth Mejias-Brean","- - -",27,"sa580437",623180,"Seth Mejias-Brean (- - -)"
"Donnie Dewees","- - -",24,"sa858802",664159,"Donnie Dewees (- - -)"
"Juan Pie","Pirates (R)",17,"sa3005531",678607,"Juan Pie (Pirates (R))"
"Jonah Heim","- - -",23,"sa737843",641680,"Jonah Heim (- - -)"
"Brian Schales","Marlins (AA)",22,"sa828808",656935,"Brian Schales (Marlins (AA))"
"Bruce Caldwell","- - -",26,"sa658271",621560,"Bruce Caldwell (- - -)"
"Martin Cervenka","Orioles (AA)",25,"sa492636",548431,"Martin Cervenka (Orioles (AA))"
"Jose Quezada","Angels (R)",19,"sa3005165",681835,"Jose Quezada (Angels (R))"
"Jared James","Braves (A+)",24,"sa829527",657623,"Jared James (Braves (A+))"
"Hoy Jun Park","Yankees (A+)",22,"sa877610",660829,"Hoy Jun Park (Yankees (A+))"
"Sebastian Rivero","Royals (A)",19,"sa917021",665861,"Sebastian Rivero (Royals (A))"
"Luis Alexander Basabe","- - -",21,"sa736915",642772,"Luis Alexander Basabe (- - -)"
"Ryan Costello","- - -",22,"sa3004071",676940,"Ryan Costello (- - -)"
"Seby Zavala","- - -",24,"sa875572",664874,"Seby Zavala (- - -)"
"Ronnie Dawson","- - -",23,"sa873674",669008,"Ronnie Dawson (- - -)"
"Trey Amburgey","Yankees (AA)",23,"sa875629",664011,"Trey Amburgey (Yankees (AA))"
"Julio Rodriguez","Cardinals (A)",21,"sa917669",667372,"Julio Rodriguez (Cardinals (A))"
"Donovan Casey","- - -",22,"sa915654",661541,"Donovan Casey (- - -)"
"Jacob Scavuzzo","- - -",24,"sa658601",621468,"Jacob Scavuzzo (- - -)"
"Jake Palomaki","Rays (R)",22,"sa3007003",661539,"Jake Palomaki (Rays (R))"
"Edwin Mateo","Dodgers (R)",19,"sa3003364",672858,"Edwin Mateo (Dodgers (R))"
"Conner Capel","- - -",21,"sa918012",668843,"Conner Capel (- - -)"
"Erickvi Celedonio","Blue Jays (R)",17,"sa3005572",678838,"Erickvi Celedonio (Blue Jays (R))"
"Evan Alexander","- - -",20,"sa918444",670116,"Evan Alexander (- - -)"
"Jeter Downs","Reds (A)",19,"sa3004615",669023,"Jeter Downs (Reds (A))"
"Dennis Ortega","Cardinals (A)",21,"sa828381",650883,"Dennis Ortega (Cardinals (A))"
"Bobby Dalbec","- - -",23,"sa857701",666915,"Bobby Dalbec (- - -)"
"Albert Guaimaro","Marlins (A-)",19,"sa917084",665911,"Albert Guaimaro (Marlins (A-))"
"LaMonte Wade","- - -",24,"sa856280",664774,"LaMonte Wade (- - -)"
"Dalvy Rosario","Marlins (R)",17,"sa3005712",672537,"Dalvy Rosario (Marlins (R))"
"Sean Bouchard","Rockies (A)",22,"sa915652",656248,"Sean Bouchard (Rockies (A))"
"Rylan Thomas","Reds (R)",21,"sa3007824",669175,"Rylan Thomas (Reds (R))"
"Ibandel Isabel","- - -",23,"sa737017",642462,"Ibandel Isabel (- - -)"
"Saul Fortuna","Rays (R)",17,"sa3005609",679976,"Saul Fortuna (Rays (R))"
"Cole Peterson","- - -",22,"sa3003965",676695,"Cole Peterson (- - -)"
"Kyle Holder","- - -",24,"sa857840",664060,"Kyle Holder (- - -)"
"Yolki Pena","Rockies (R)",18,"sa3003334",672791,"Yolki Pena (Rockies (R))"
"Anfernee Seymour","- - -",23,"sa829114",656950,"Anfernee Seymour (- - -)"
"Yorman Rodriguez","- - -",20,"sa872817",660857,"Yorman Rodriguez (- - -)"
"Mandy Alvarez","- - -",23,"sa913279",669137,"Mandy Alvarez (- - -)"
"Nick Rodriguez","Mariners (A-)",22,"sa3006646",656910,"Nick Rodriguez (Mariners (A-))"
"Ben Aklinski","- - -",22,"sa3006906",679701,"Ben Aklinski (- - -)"
"Kade Scivicque","- - -",25,"sa875053",664767,"Kade Scivicque (- - -)"
"Trevor Craport","Orioles (A)",21,"sa3004260",669051,"Trevor Craport (Orioles (A))"
"Nick Maton","Phillies (A)",21,"sa876186",665155,"Nick Maton (Phillies (A))"
"Miguel Amaya","Cubs (A)",19,"sa917354",665804,"Miguel Amaya (Cubs (A))"
"Yu Chang","Indians (AAA)",22,"sa830276",644374,"Yu Chang (Indians (AAA))"
"Kiki Menendez","- - -",23,"sa3007530",682560,"Kiki Menendez (- - -)"
"Carlos Martinez","- - -",23,"sa737214",642751,"Carlos Martinez (- - -)"
"Bryce Denton","- - -",20,"sa874798",663475,"Bryce Denton (- - -)"
"Luis Gonzalez","- - -",23,"sa736875",681505,"Luis Gonzalez (- - -)"
"Mitchell Kranson","- - -",24,"sa918156",670054,"Mitchell Kranson (- - -)"
"Jonathan Lacroix","Astros (A)",21,"sa3005416",676683,"Jonathan Lacroix (Astros (A))"
"David Rodriguez","- - -",22,"sa735825",630034,"David Rodriguez (- - -)"
"Keinner Pina","Angels (A)",21,"sa828363",650658,"Keinner Pina (Angels (A))"
"Justin Yurchak","White Sox (A)",21,"sa915590",657144,"Justin Yurchak (White Sox (A))"
"Ryan Noda","Blue Jays (A)",22,"sa873960",676116,"Ryan Noda (Blue Jays (A))"
"Luis Paez","Padres (R)",17,"sa3005771",678829,"Luis Paez (Padres (R))"
"Elvis Perez","- - -",22,"sa872780",660907,"Elvis Perez (- - -)"
"Ford Proctor","Rays (A-)",21,"sa876187",665154,"Ford Proctor (Rays (A-))"
"Danny Mars","Red Sox (AA)",24,"sa829046",656681,"Danny Mars (Red Sox (AA))"
"Ali Castillo","Giants (AA)",29,"sa507143",542419,"Ali Castillo (Giants (AA))"
"Mani Boekhoudt","Phillies (R)",18,"sa3007045",680603,"Mani Boekhoudt (Phillies (R))"
"Adonis Giron","Marlins (R)",17,"sa3005719",677589,"Adonis Giron (Marlins (R))"
"Jonathan Sierra","Cubs (A-)",19,"sa917303",666626,"Jonathan Sierra (Cubs (A-))"
"Pavin Smith","Diamondbacks (A+)",22,"sa829595",656976,"Pavin Smith (Diamondbacks (A+))"
"Yowelfy Rosario","- - -",18,"sa3003346",672822,"Yowelfy Rosario (- - -)"
"Stir Candelario","Rays (R)",17,"sa3005611",680579,"Stir Candelario (Rays (R))"
"Daniel Hernandez","Nationals (R)",17,"sa3005742",678483,"Daniel Hernandez (Nationals (R))"
"Colton Plaia","Mets (AAA)",27,"sa658920",623279,"Colton Plaia (Mets (AAA))"
"Jack Suwinski","Padres (A)",19,"sa918314",669261,"Jack Suwinski (Padres (A))"
"Brett Pope","- - -",22,"sa3004513",676788,"Brett Pope (- - -)"
"Mitch Spires","- - -",22,"sa3006686",682108,"Mitch Spires (- - -)"
"Jared Walker","- - -",22,"sa829364",657086,"Jared Walker (- - -)"
"Thomas Milone","Rays (AA)",23,"sa737640",641882,"Thomas Milone (Rays (AA))"
"Clint Coulter","- - -",24,"sa657922",621520,"Clint Coulter (- - -)"
"Danny Edgeworth","Rockies (A-)",22,"sa3002880",676841,"Danny Edgeworth (Rockies (A-))"
"Anderson Miller","Royals (AA)",24,"sa857824",663402,"Anderson Miller (Royals (AA))"
"Anderson Franco","- - -",20,"sa828322",646404,"Anderson Franco (- - -)"
"Brent Rooker","Twins (AA)",23,"sa3003172",667670,"Brent Rooker (Twins (AA))"
"Juan De La Rosa","Mets (R)",20,"sa3003235",672546,"Juan De La Rosa (Mets (R))"
"Chris Paul","Twins (AA)",25,"sa875062",664853,"Chris Paul (Twins (AA))"
"Alberto Rodriguez","Blue Jays (R)",17,"sa3005603",657256,"Alberto Rodriguez (Blue Jays (R))"
"Jimmy Kerrigan","- - -",24,"sa3005235",677965,"Jimmy Kerrigan (- - -)"
"Jesus Chirinos","Brewers (R)",16,"sa3005538",678652,"Jesus Chirinos (Brewers (R))"
"Ronnie Freeman","- - -",27,"sa658013",621531,"Ronnie Freeman (- - -)"
"Dan Rizzie","- - -",24,"sa873964",670150,"Dan Rizzie (- - -)"
"Anthony Garcia","Athletics (AAA)",26,"sa502038",571685,"Anthony Garcia (Athletics (AAA))"
"Matt Winaker","Mets (A)",22,"sa3004506",675980,"Matt Winaker (Mets (A))"
"Lorenzo Quintana","Astros (AA)",29,"sa3005394",679727,"Lorenzo Quintana (Astros (AA))"
"Tito Polo","- - -",23,"sa657705",622738,"Tito Polo (- - -)"
"Nelfy Abreu","Red Sox (R)",17,"sa3005535",678645,"Nelfy Abreu (Red Sox (R))"
"Jose Cardona","- - -",24,"sa599888",606580,"Jose Cardona (- - -)"
"Jeison Guzman","- - -",19,"sa914314",665834,"Jeison Guzman (- - -)"
"Luis Aviles Jr.","- - -",23,"sa738445",641323,"Luis Aviles Jr. (- - -)"
"Keyber Rodriguez","Rangers (R)",17,"sa3005488",677601,"Keyber Rodriguez (Rangers (R))"
"Tate Matheny","Red Sox (AA)",24,"sa658567",621469,"Tate Matheny (Red Sox (AA))"
"Carlos Rincon","- - -",20,"sa917319",665779,"Carlos Rincon (- - -)"
"Romy Gonzalez","White Sox (R)",21,"sa3006652",663853,"Romy Gonzalez (White Sox (R))"
"Yancarlo Angulo","- - -",31,"sa329105",451182,"Yancarlo Angulo (- - -)"
"Brendon Davis","Rangers (A+)",20,"sa875089",663478,"Brendon Davis (Rangers (A+))"
"Ryan Ramiz","- - -",22,"sa3006924",682012,"Ryan Ramiz (- - -)"
"Tyler Hill","Red Sox (A+)",22,"sa829481",656540,"Tyler Hill (Red Sox (A+))"
"Carlos Lopez","- - -",28,"sa550060",643420,"Carlos Lopez (- - -)"
"Juan Bidau","Rangers (R)",18,"sa3003414",673883,"Juan Bidau (Rangers (R))"
"Brett Kinneman","Pirates (A-)",21,"sa3006668",680575,"Brett Kinneman (Pirates (A-))"
"Cal Jones","Royals (A)",20,"sa918093",669141,"Cal Jones (Royals (A))"
"Jean Carrillo","Orioles (A)",21,"sa828250",650366,"Jean Carrillo (Orioles (A))"
"Adam Law","- - -",28,"sa738573",643407,"Adam Law (- - -)"
"Chase Pinder","- - -",22,"sa3003961",676198,"Chase Pinder (- - -)"
"Eddy Alvarez","White Sox (AAA)",28,"sa806877",657193,"Eddy Alvarez (White Sox (AAA))"
"Rhett Wiseman","Nationals (A+)",24,"sa658608",621443,"Rhett Wiseman (Nationals (A+))"
"Peter Van Gansen","Padres (AA)",24,"sa875579",664873,"Peter Van Gansen (Padres (AA))"
"Max Pentecost","Blue Jays (AA)",25,"sa601924",596069,"Max Pentecost (Blue Jays (AA))"
"Deon Stafford","Pirates (A)",22,"sa915865",669399,"Deon Stafford (Pirates (A))"
"Danny Drullard","Rangers (R)",18,"sa3003317",672746,"Danny Drullard (Rangers (R))"
"Austin Filiere","Cubs (A)",22,"sa915780",676277,"Austin Filiere (Cubs (A))"
"Esteury Ruiz","Padres (A)",19,"sa917030",665923,"Esteury Ruiz (Padres (A))"
"Jake Cronenworth","- - -",24,"sa857694",630105,"Jake Cronenworth (- - -)"
"Trey Michalczewski","White Sox (AA)",23,"sa737859",641870,"Trey Michalczewski (White Sox (AA))"
"Robbie Thorburn","Orioles (A-)",23,"sa3004240",642143,"Robbie Thorburn (Orioles (A-))"
"Brandon Valenzuela","Padres (R)",17,"sa3005729",678218,"Brandon Valenzuela (Padres (R))"
"Reshard Munroe","- - -",22,"sa872821",660830,"Reshard Munroe (- - -)"
"Tirso Ornelas","Padres (A)",18,"sa3004048",672359,"Tirso Ornelas (Padres (A))"
"Chris Williams","Twins (R)",21,"sa3007028",675910,"Chris Williams (Twins (R))"
"Miguel Perez","Mariners (R)",17,"sa3004053",673036,"Miguel Perez (Mariners (R))"
"Kelvin Melean","- - -",19,"sa917141",665913,"Kelvin Melean (- - -)"
"Kramer Robertson","Cardinals (A+)",23,"sa857820",670298,"Kramer Robertson (Cardinals (A+))"
"Nick Hill","- - -",23,"sa918610",670439,"Nick Hill (- - -)"
"Nick Yarnall","- - -",23,"sa918978",670302,"Nick Yarnall (- - -)"
"Taylor Kohlwey","- - -",23,"sa918457",670128,"Taylor Kohlwey (- - -)"
"Jack Sundberg","- - -",24,"sa913277",670468,"Jack Sundberg (- - -)"
"Logan Landon","- - -",25,"sa875279",664860,"Logan Landon (- - -)"
"Daniel Brito","- - -",20,"sa872732",674497,"Daniel Brito (- - -)"
"Edgar Cabral","Phillies (A+)",22,"sa738507",641431,"Edgar Cabral (Phillies (A+))"
"John Silviano","- - -",23,"sa658243",623195,"John Silviano (- - -)"
"Cavan Biggio","Blue Jays (AA)",23,"sa738582",624415,"Cavan Biggio (Blue Jays (AA))"
"Bijan Rademacher","Cubs (AAA)",27,"sa658233",623148,"Bijan Rademacher (Cubs (AAA))"
"Drew Jackson","Dodgers (AA)",24,"sa659066",623515,"Drew Jackson (Dodgers (AA))"
"Henri Lartigue","Phillies (A+)",23,"sa918028",669737,"Henri Lartigue (Phillies (A+))"
"Mike Ford","- - -",25,"sa708447",645801,"Mike Ford (- - -)"
"Trent Giambrone","Cubs (AA)",24,"sa658813",623508,"Trent Giambrone (Cubs (AA))"
"Leonardo Molina","Yankees (A)",20,"sa830227",650728,"Leonardo Molina (Yankees (A))"
"Jodd Carter","- - -",21,"sa829534",656293,"Jodd Carter (- - -)"
"Michael Smith","Rays (A-)",21,"sa3004997",664683,"Michael Smith (Rays (A-))"
"Michael O'Neill","- - -",26,"sa550175",630155,"Michael O'Neill (- - -)"
